"actor_id","st","st_ratio","count","canon_ratio"
"36782743","Natural science, mathematics",0.0338983050847458,10,0.0565656565656566
"36782743","Philosophy",0.0101694915254237,3,0.0565656565656566
"36782743","Religion",0.806779661016949,238,0.0565656565656566
"36782743","Social sciences",0.0440677966101695,13,0.0565656565656566
"36782743","The arts",0,0,0.0565656565656566
"36814575","Applied science",0.0476190476190476,9,0.12987012987013
"36814575","History and geography",0.0634920634920635,12,0.12987012987013
"36814575","Information, general works",0.0158730158730159,3,0.12987012987013
"36814575","Language",0.0105820105820106,2,0.12987012987013
"36814575","Literature",0.285714285714286,54,0.12987012987013
"36814575","Natural science, mathematics",0.00529100529100529,1,0.12987012987013
"36814575","Philosophy",0.0211640211640212,4,0.12987012987013
"36814575","Religion",0.455026455026455,86,0.12987012987013
"36814575","Social sciences",0.0634920634920635,12,0.12987012987013
"36814575","The arts",0.0317460317460317,6,0.12987012987013
"36970177","Applied science",0.0408163265306122,24,0.591463414634146
"36970177","History and geography",0.0357142857142857,21,0.591463414634146
"36970177","Information, general works",0.00170068027210884,1,0.591463414634146
"36970177","Language",0.0425170068027211,25,0.591463414634146
"36970177","Literature",0.826530612244898,486,0.591463414634146
"36970177","Natural science, mathematics",0.0119047619047619,7,0.591463414634146
"36970177","Philosophy",0.00510204081632653,3,0.591463414634146
"36970177","Religion",0.0102040816326531,6,0.591463414634146
"36970177","Social sciences",0.022108843537415,13,0.591463414634146
"36970177","The arts",0.00340136054421769,2,0.591463414634146
"36972115","Applied science",0.018018018018018,2,0.0075
"36972115","History and geography",0.198198198198198,22,0.0075
"36972115","Information, general works",0.018018018018018,2,0.0075
"36972115","Language",0,0,0.0075
"36972115","Literature",0.306306306306306,34,0.0075
"36972115","Natural science, mathematics",0,0,0.0075
"36972115","Philosophy",0.027027027027027,3,0.0075
"36972115","Religion",0.288288288288288,32,0.0075
"36972115","Social sciences",0.135135135135135,15,0.0075
"36972115","The arts",0.00900900900900901,1,0.0075
"38347954","Applied science",0.00465116279069767,1,0.0338680926916221
"38347954","History and geography",0.0883720930232558,19,0.0338680926916221
"38347954","Information, general works",0.0837209302325581,18,0.0338680926916221
"38347954","Language",0.0651162790697674,14,0.0338680926916221
"38347954","Literature",0.0744186046511628,16,0.0338680926916221
"38347954","Natural science, mathematics",0.00465116279069767,1,0.0338680926916221
"38347954","Philosophy",0.00465116279069767,1,0.0338680926916221
"38347954","Religion",0.32093023255814,69,0.0338680926916221
"38347954","Social sciences",0.353488372093023,76,0.0338680926916221
"38347954","The arts",0,0,0.0338680926916221
"38348009","Applied science",0.032258064516129,1,0.230769230769231
"38348009","History and geography",0.0645161290322581,2,0.230769230769231
"38348009","Information, general works",0,0,0.230769230769231
"38348009","Language",0.129032258064516,4,0.230769230769231
"38348009","Literature",0.32258064516129,10,0.230769230769231
"38348009","Natural science, mathematics",0.032258064516129,1,0.230769230769231
"38348009","Philosophy",0,0,0.230769230769231
"38348009","Religion",0.290322580645161,9,0.230769230769231
"38348009","Social sciences",0.129032258064516,4,0.230769230769231
"38348009","The arts",0,0,0.230769230769231
"38441661","Applied science",0.0476190476190476,2,0.0983606557377049
"38441661","History and geography",0.0476190476190476,2,0.0983606557377049
"38441661","Information, general works",0.0952380952380952,4,0.0983606557377049
"38441661","Language",0.0952380952380952,4,0.0983606557377049
"38441661","Literature",0.238095238095238,10,0.0983606557377049
"38441661","Natural science, mathematics",0.0476190476190476,2,0.0983606557377049
"38441661","Philosophy",0.0238095238095238,1,0.0983606557377049
"38441661","Religion",0.119047619047619,5,0.0983606557377049
"38441661","Social sciences",0.285714285714286,12,0.0983606557377049
"38441661","The arts",0,0,0.0983606557377049
"38478310","Applied science",0.0645161290322581,2,0.0776699029126214
"38478310","History and geography",0.032258064516129,1,0.0776699029126214
"38478310","Information, general works",0.0967741935483871,3,0.0776699029126214
"38478310","Language",0.0645161290322581,2,0.0776699029126214
"38478310","Literature",0.129032258064516,4,0.0776699029126214
"38478310","Natural science, mathematics",0,0,0.0776699029126214
"38478310","Philosophy",0.129032258064516,4,0.0776699029126214
"38478310","Religion",0.193548387096774,6,0.0776699029126214
"38478310","Social sciences",0.290322580645161,9,0.0776699029126214
"38478310","The arts",0,0,0.0776699029126214
"38479937","Applied science",0,0,0.181818181818182
"38479937","History and geography",0.0681818181818182,3,0.181818181818182
"38479937","Information, general works",0.0227272727272727,1,0.181818181818182
"38479937","Language",0.159090909090909,7,0.181818181818182
"38479937","Literature",0.113636363636364,5,0.181818181818182
"38479937","Natural science, mathematics",0,0,0.181818181818182
"38479937","Philosophy",0.204545454545455,9,0.181818181818182
"38479937","Religion",0.181818181818182,8,0.181818181818182
"38479937","Social sciences",0.25,11,0.181818181818182
"38479937","The arts",0,0,0.181818181818182
"38527178","Applied science",0.0273224043715847,5,0.0794520547945206
"38527178","History and geography",0.131147540983607,24,0.0794520547945206
"38527178","Information, general works",0.0109289617486339,2,0.0794520547945206
"38527178","Language",0.0218579234972678,4,0.0794520547945206
"38527178","Literature",0.0437158469945355,8,0.0794520547945206
"38527178","Natural science, mathematics",0.0218579234972678,4,0.0794520547945206
"38527178","Philosophy",0.00546448087431694,1,0.0794520547945206
"38527178","Religion",0.704918032786885,129,0.0794520547945206
"38527178","Social sciences",0.0327868852459016,6,0.0794520547945206
"38527178","The arts",0,0,0.0794520547945206
"38963191","Applied science",0.0526315789473684,3,0.117021276595745
"38963191","History and geography",0.0701754385964912,4,0.117021276595745
"38963191","Information, general works",0.087719298245614,5,0.117021276595745
"38963191","Language",0.0350877192982456,2,0.117021276595745
"38963191","Literature",0.228070175438596,13,0.117021276595745
"38963191","Natural science, mathematics",0.0701754385964912,4,0.117021276595745
"38963191","Philosophy",0.0175438596491228,1,0.117021276595745
"38963191","Religion",0.315789473684211,18,0.117021276595745
"38963191","Social sciences",0.105263157894737,6,0.117021276595745
"38963191","The arts",0.0175438596491228,1,0.117021276595745
"39196133","Applied science",0,0,0.00446428571428571
"39196133","History and geography",0.136363636363636,15,0.00446428571428571
"39196133","Information, general works",0.00909090909090909,1,0.00446428571428571
"39196133","Language",0.0818181818181818,9,0.00446428571428571
"39196133","Literature",0.0727272727272727,8,0.00446428571428571
"39196133","Natural science, mathematics",0,0,0.00446428571428571
"39196133","Philosophy",0,0,0.00446428571428571
"39196133","Religion",0.554545454545455,61,0.00446428571428571
"39196133","Social sciences",0.145454545454545,16,0.00446428571428571
"39196133","The arts",0,0,0.00446428571428571
"39231857","Applied science",0.0188679245283019,1,0.00934579439252336
"39231857","History and geography",0.0188679245283019,1,0.00934579439252336
"39231857","Information, general works",0,0,0.00934579439252336
"39231857","Language",0,0,0.00934579439252336
"39231857","Literature",0.113207547169811,6,0.00934579439252336
"39231857","Natural science, mathematics",0,0,0.00934579439252336
"39231857","Philosophy",0,0,0.00934579439252336
"39231857","Religion",0.641509433962264,34,0.00934579439252336
"39231857","Social sciences",0.207547169811321,11,0.00934579439252336
"39231857","The arts",0,0,0.00934579439252336
"39233801","Applied science",0.0583941605839416,48,0.435294117647059
"39233801","History and geography",0.156934306569343,129,0.435294117647059
"39233801","Information, general works",0.00851581508515815,7,0.435294117647059
"39233801","Language",0.116788321167883,96,0.435294117647059
"39233801","Literature",0.418491484184915,344,0.435294117647059
"39233801","Natural science, mathematics",0.0547445255474453,45,0.435294117647059
"39233801","Philosophy",0.0535279805352798,44,0.435294117647059
"39233801","Religion",0.0632603406326034,52,0.435294117647059
"39233801","Social sciences",0.0656934306569343,54,0.435294117647059
"39233801","The arts",0.00364963503649635,3,0.435294117647059
"39265300","Applied science",0.0625,2,0.0125
"39265300","History and geography",0.0625,2,0.0125
"39265300","Information, general works",0.09375,3,0.0125
"39265300","Language",0,0,0.0125
"39265300","Literature",0.1875,6,0.0125
"39265300","Natural science, mathematics",0,0,0.0125
"39265300","Philosophy",0.03125,1,0.0125
"39265300","Religion",0.53125,17,0.0125
"39265300","Social sciences",0.03125,1,0.0125
"39265300","The arts",0,0,0.0125
"39267981","Applied science",0.0285714285714286,1,0.155172413793103
"39267981","History and geography",0.0571428571428571,2,0.155172413793103
"39267981","Information, general works",0,0,0.155172413793103
"39267981","Language",0.0285714285714286,1,0.155172413793103
"39267981","Literature",0.457142857142857,16,0.155172413793103
"39267981","Natural science, mathematics",0,0,0.155172413793103
"39267981","Philosophy",0.0285714285714286,1,0.155172413793103
"39267981","Religion",0.342857142857143,12,0.155172413793103
"39267981","Social sciences",0.0571428571428571,2,0.155172413793103
"39267981","The arts",0,0,0.155172413793103
"39273848","Applied science",0.0568181818181818,15,0.284403669724771
"39273848","History and geography",0.0189393939393939,5,0.284403669724771
"39273848","Information, general works",0.0189393939393939,5,0.284403669724771
"39273848","Language",0.00757575757575758,2,0.284403669724771
"39273848","Literature",0.852272727272727,225,0.284403669724771
"39273848","Natural science, mathematics",0,0,0.284403669724771
"39273848","Philosophy",0,0,0.284403669724771
"39273848","Religion",0.0151515151515152,4,0.284403669724771
"39273848","Social sciences",0.0151515151515152,4,0.284403669724771
"39273848","The arts",0.0151515151515152,4,0.284403669724771
"39429588","Applied science",0.12,6,0.382352941176471
"39429588","History and geography",0,0,0.382352941176471
"39429588","Information, general works",0.08,4,0.382352941176471
"39429588","Language",0.06,3,0.382352941176471
"39429588","Literature",0.28,14,0.382352941176471
"39429588","Natural science, mathematics",0.02,1,0.382352941176471
"39429588","Philosophy",0.02,1,0.382352941176471
"39429588","Religion",0.42,21,0.382352941176471
"39429588","Social sciences",0,0,0.382352941176471
"39429588","The arts",0,0,0.382352941176471
"39467138","Applied science",0.0497237569060773,45,0.391160949868074
"39467138","History and geography",0.14585635359116,132,0.391160949868074
"39467138","Information, general works",0.0176795580110497,16,0.391160949868074
"39467138","Language",0.0850828729281768,77,0.391160949868074
"39467138","Literature",0.274033149171271,248,0.391160949868074
"39467138","Natural science, mathematics",0.030939226519337,28,0.391160949868074
"39467138","Philosophy",0.0187845303867403,17,0.391160949868074
"39467138","Religion",0.237569060773481,215,0.391160949868074
"39467138","Social sciences",0.135911602209945,123,0.391160949868074
"39467138","The arts",0.00441988950276243,4,0.391160949868074
"39523706","Applied science",0.0327868852459016,6,0.155619596541787
"39523706","History and geography",0.0819672131147541,15,0.155619596541787
"39523706","Information, general works",0.0163934426229508,3,0.155619596541787
"39523706","Language",0.087431693989071,16,0.155619596541787
"39523706","Literature",0.513661202185792,94,0.155619596541787
"39523706","Natural science, mathematics",0.0163934426229508,3,0.155619596541787
"39523706","Philosophy",0.0437158469945355,8,0.155619596541787
"39523706","Religion",0.158469945355191,29,0.155619596541787
"39523706","Social sciences",0.0437158469945355,8,0.155619596541787
"39523706","The arts",0.00546448087431694,1,0.155619596541787
"3961256","Applied science",0.02,1,0.353846153846154
"3961256","History and geography",0,0,0.353846153846154
"3961256","Information, general works",0.1,5,0.353846153846154
"3961256","Language",0.02,1,0.353846153846154
"3961256","Literature",0.64,32,0.353846153846154
"3961256","Natural science, mathematics",0,0,0.353846153846154
"3961256","Philosophy",0.06,3,0.353846153846154
"3961256","Religion",0.12,6,0.353846153846154
"3961256","Social sciences",0.04,2,0.353846153846154
"3961256","The arts",0,0,0.353846153846154
"4008105","Applied science",0,0,0
"4008105","History and geography",0.0909090909090909,2,0
"4008105","Information, general works",0,0,0
"4008105","Language",0,0,0
"4008105","Literature",0.0454545454545455,1,0
"4008105","Natural science, mathematics",0,0,0
"4008105","Philosophy",0,0,0
"4008105","Religion",0,0,0
"4008105","Social sciences",0.863636363636364,19,0
"4008105","The arts",0,0,0
"4019739","Applied science",0.0188679245283019,1,0.0974358974358974
"4019739","History and geography",0.0566037735849057,3,0.0974358974358974
"4019739","Information, general works",0.0754716981132075,4,0.0974358974358974
"4019739","Language",0.0188679245283019,1,0.0974358974358974
"4019739","Literature",0.0943396226415094,5,0.0974358974358974
"4019739","Natural science, mathematics",0,0,0.0974358974358974
"4019739","Philosophy",0,0,0.0974358974358974
"4019739","Religion",0.226415094339623,12,0.0974358974358974
"4019739","Social sciences",0.509433962264151,27,0.0974358974358974
"4019739","The arts",0,0,0.0974358974358974
"4025857","Applied science",0,0,0.299765807962529
"4025857","History and geography",0.0622222222222222,14,0.299765807962529
"4025857","Information, general works",0.0266666666666667,6,0.299765807962529
"4025857","Language",0.04,9,0.299765807962529
"4025857","Literature",0.0266666666666667,6,0.299765807962529
"4025857","Natural science, mathematics",0,0,0.299765807962529
"4025857","Philosophy",0.0355555555555556,8,0.299765807962529
"4025857","Religion",0.257777777777778,58,0.299765807962529
"4025857","Social sciences",0.551111111111111,124,0.299765807962529
"4025857","The arts",0,0,0.299765807962529
"40794771","Applied science",0.00574712643678161,3,0.121621621621622
"40794771","History and geography",0.109195402298851,57,0.121621621621622
"40794771","Information, general works",0.00191570881226054,1,0.121621621621622
"40794771","Language",0.0191570881226054,10,0.121621621621622
"40794771","Literature",0.053639846743295,28,0.121621621621622
"40794771","Natural science, mathematics",0,0,0.121621621621622
"40794771","Philosophy",0.0153256704980843,8,0.121621621621622
"40794771","Religion",0.745210727969349,389,0.121621621621622
"40794771","Social sciences",0.0498084291187739,26,0.121621621621622
"40794771","The arts",0,0,0.121621621621622
"40811864","Applied science",0.00423728813559322,2,0.5328
"40811864","History and geography",0.0995762711864407,47,0.5328
"40811864","Information, general works",0.00423728813559322,2,0.5328
"40811864","Language",0.122881355932203,58,0.5328
"40811864","Literature",0.569915254237288,269,0.5328
"40811864","Natural science, mathematics",0.00423728813559322,2,0.5328
"40811864","Philosophy",0.0169491525423729,8,0.5328
"40811864","Religion",0.0656779661016949,31,0.5328
"40811864","Social sciences",0.11228813559322,53,0.5328
"40811864","The arts",0,0,0.5328
"40833916","Applied science",0,0,0.0465116279069767
"40833916","History and geography",0.0512820512820513,2,0.0465116279069767
"40833916","Information, general works",0,0,0.0465116279069767
"40833916","Language",0,0,0.0465116279069767
"40833916","Literature",0.0769230769230769,3,0.0465116279069767
"40833916","Natural science, mathematics",0,0,0.0465116279069767
"40833916","Philosophy",0.0256410256410256,1,0.0465116279069767
"40833916","Religion",0.794871794871795,31,0.0465116279069767
"40833916","Social sciences",0.0512820512820513,2,0.0465116279069767
"40833916","The arts",0,0,0.0465116279069767
"40927470","Applied science",0,0,0.294117647058824
"40927470","History and geography",0.0666666666666667,2,0.294117647058824
"40927470","Information, general works",0.0333333333333333,1,0.294117647058824
"40927470","Language",0.133333333333333,4,0.294117647058824
"40927470","Literature",0.433333333333333,13,0.294117647058824
"40927470","Natural science, mathematics",0.0666666666666667,2,0.294117647058824
"40927470","Philosophy",0,0,0.294117647058824
"40927470","Religion",0.166666666666667,5,0.294117647058824
"40927470","Social sciences",0.1,3,0.294117647058824
"40927470","The arts",0,0,0.294117647058824
"40930548","Applied science",0,0,0.0735294117647059
"40930548","History and geography",0,0,0.0735294117647059
"40930548","Information, general works",0.222222222222222,6,0.0735294117647059
"40930548","Language",0.037037037037037,1,0.0735294117647059
"40930548","Literature",0.148148148148148,4,0.0735294117647059
"40930548","Natural science, mathematics",0,0,0.0735294117647059
"40930548","Philosophy",0,0,0.0735294117647059
"40930548","Religion",0.481481481481481,13,0.0735294117647059
"40930548","Social sciences",0.111111111111111,3,0.0735294117647059
"40930548","The arts",0,0,0.0735294117647059
"40941773","Applied science",0,0,0
"40941773","History and geography",0,0,0
"40941773","Information, general works",0.0555555555555556,1,0
"40941773","Language",0,0,0
"40941773","Literature",0,0,0
"40941773","Natural science, mathematics",0,0,0
"40941773","Philosophy",0,0,0
"40941773","Religion",0.444444444444444,8,0
"40941773","Social sciences",0.5,9,0
"40941773","The arts",0,0,0
"41430873","Applied science",0.1375,11,0.13953488372093
"41430873","History and geography",0.1,8,0.13953488372093
"41430873","Information, general works",0,0,0.13953488372093
"41430873","Language",0,0,0.13953488372093
"41430873","Literature",0.275,22,0.13953488372093
"41430873","Natural science, mathematics",0,0,0.13953488372093
"41430873","Philosophy",0,0,0.13953488372093
"41430873","Religion",0.4625,37,0.13953488372093
"41430873","Social sciences",0.025,2,0.13953488372093
"41430873","The arts",0,0,0.13953488372093
"41434062","Applied science",0.048,6,0.258064516129032
"41434062","History and geography",0.04,5,0.258064516129032
"41434062","Information, general works",0.032,4,0.258064516129032
"41434062","Language",0.016,2,0.258064516129032
"41434062","Literature",0.128,16,0.258064516129032
"41434062","Natural science, mathematics",0.112,14,0.258064516129032
"41434062","Philosophy",0.016,2,0.258064516129032
"41434062","Religion",0.536,67,0.258064516129032
"41434062","Social sciences",0.072,9,0.258064516129032
"41434062","The arts",0,0,0.258064516129032
"41665543","Applied science",0.0142857142857143,1,0.054421768707483
"41665543","History and geography",0.0857142857142857,6,0.054421768707483
"41665543","Information, general works",0.0142857142857143,1,0.054421768707483
"41665543","Language",0.0142857142857143,1,0.054421768707483
"41665543","Literature",0.614285714285714,43,0.054421768707483
"41665543","Natural science, mathematics",0.0285714285714286,2,0.054421768707483
"41665543","Philosophy",0.0571428571428571,4,0.054421768707483
"41665543","Religion",0.0142857142857143,1,0.054421768707483
"41665543","Social sciences",0.128571428571429,9,0.054421768707483
"41665543","The arts",0.0285714285714286,2,0.054421768707483
"41690231","Applied science",0,0,0.0942028985507246
"41690231","History and geography",0.104089219330855,28,0.0942028985507246
"41690231","Information, general works",0.0185873605947955,5,0.0942028985507246
"41690231","Language",0.00371747211895911,1,0.0942028985507246
"41690231","Literature",0.0260223048327138,7,0.0942028985507246
"41690231","Natural science, mathematics",0,0,0.0942028985507246
"41690231","Philosophy",0,0,0.0942028985507246
"41690231","Religion",0.843866171003718,227,0.0942028985507246
"41690231","Social sciences",0.00371747211895911,1,0.0942028985507246
"41690231","The arts",0,0,0.0942028985507246
"41714688","Applied science",0.116071428571429,13,0.251396648044693
"41714688","History and geography",0.366071428571429,41,0.251396648044693
"41714688","Information, general works",0.0267857142857143,3,0.251396648044693
"41714688","Language",0.0178571428571429,2,0.251396648044693
"41714688","Literature",0.303571428571429,34,0.251396648044693
"41714688","Natural science, mathematics",0.0446428571428571,5,0.251396648044693
"41714688","Philosophy",0,0,0.251396648044693
"41714688","Religion",0.0714285714285714,8,0.251396648044693
"41714688","Social sciences",0.0535714285714286,6,0.251396648044693
"41714688","The arts",0,0,0.251396648044693
"41724736","Applied science",0.0425531914893617,2,0.115942028985507
"41724736","History and geography",0.106382978723404,5,0.115942028985507
"41724736","Information, general works",0.0425531914893617,2,0.115942028985507
"41724736","Language",0.0638297872340425,3,0.115942028985507
"41724736","Literature",0,0,0.115942028985507
"41724736","Natural science, mathematics",0,0,0.115942028985507
"41724736","Philosophy",0,0,0.115942028985507
"41724736","Religion",0.553191489361702,26,0.115942028985507
"41724736","Social sciences",0.191489361702128,9,0.115942028985507
"41724736","The arts",0,0,0.115942028985507
"41725507","Applied science",0.0121951219512195,1,0.163793103448276
"41725507","History and geography",0.0853658536585366,7,0.163793103448276
"41725507","Information, general works",0,0,0.163793103448276
"41725507","Language",0.0121951219512195,1,0.163793103448276
"41725507","Literature",0.280487804878049,23,0.163793103448276
"41725507","Natural science, mathematics",0.0121951219512195,1,0.163793103448276
"41725507","Philosophy",0,0,0.163793103448276
"41725507","Religion",0.560975609756098,46,0.163793103448276
"41725507","Social sciences",0.0365853658536585,3,0.163793103448276
"41725507","The arts",0,0,0.163793103448276
"41727978","Applied science",0,0,0.0789473684210526
"41727978","History and geography",0,0,0.0789473684210526
"41727978","Information, general works",0,0,0.0789473684210526
"41727978","Language",0.0555555555555556,1,0.0789473684210526
"41727978","Literature",0.166666666666667,3,0.0789473684210526
"41727978","Natural science, mathematics",0.0555555555555556,1,0.0789473684210526
"41727978","Philosophy",0,0,0.0789473684210526
"41727978","Religion",0.333333333333333,6,0.0789473684210526
"41727978","Social sciences",0.388888888888889,7,0.0789473684210526
"41727978","The arts",0,0,0.0789473684210526
"41740014","Applied science",0.0344827586206897,1,0.0447761194029851
"41740014","History and geography",0.0344827586206897,1,0.0447761194029851
"41740014","Information, general works",0,0,0.0447761194029851
"41740014","Language",0,0,0.0447761194029851
"41740014","Literature",0.137931034482759,4,0.0447761194029851
"41740014","Natural science, mathematics",0,0,0.0447761194029851
"41740014","Philosophy",0,0,0.0447761194029851
"41740014","Religion",0.655172413793103,19,0.0447761194029851
"41740014","Social sciences",0.137931034482759,4,0.0447761194029851
"41740014","The arts",0,0,0.0447761194029851
"41806090","Applied science",0.0789473684210526,3,0.0294117647058824
"41806090","History and geography",0.0526315789473684,2,0.0294117647058824
"41806090","Information, general works",0.131578947368421,5,0.0294117647058824
"41806090","Language",0,0,0.0294117647058824
"41806090","Literature",0.263157894736842,10,0.0294117647058824
"41806090","Natural science, mathematics",0.0526315789473684,2,0.0294117647058824
"41806090","Philosophy",0,0,0.0294117647058824
"41806090","Religion",0.342105263157895,13,0.0294117647058824
"41806090","Social sciences",0.0263157894736842,1,0.0294117647058824
"41806090","The arts",0.0526315789473684,2,0.0294117647058824
"41845728","Applied science",0,0,0.544303797468354
"41845728","History and geography",0.0476190476190476,3,0.544303797468354
"41845728","Information, general works",0,0,0.544303797468354
"41845728","Language",0,0,0.544303797468354
"41845728","Literature",0.555555555555556,35,0.544303797468354
"41845728","Natural science, mathematics",0,0,0.544303797468354
"41845728","Philosophy",0.0158730158730159,1,0.544303797468354
"41845728","Religion",0.0317460317460317,2,0.544303797468354
"41845728","Social sciences",0.349206349206349,22,0.544303797468354
"41845728","The arts",0,0,0.544303797468354
"42680649","Applied science",0.0294117647058824,1,0.12987012987013
"42680649","History and geography",0,0,0.12987012987013
"42680649","Information, general works",0,0,0.12987012987013
"42680649","Language",0,0,0.12987012987013
"42680649","Literature",0.647058823529412,22,0.12987012987013
"42680649","Natural science, mathematics",0,0,0.12987012987013
"42680649","Philosophy",0,0,0.12987012987013
"42680649","Religion",0,0,0.12987012987013
"42680649","Social sciences",0.0294117647058824,1,0.12987012987013
"42680649","The arts",0.294117647058824,10,0.12987012987013
"42776992","Applied science",0.0144927536231884,1,0.313432835820896
"42776992","History and geography",0.0144927536231884,1,0.313432835820896
"42776992","Information, general works",0.0289855072463768,2,0.313432835820896
"42776992","Language",0.0434782608695652,3,0.313432835820896
"42776992","Literature",0.0144927536231884,1,0.313432835820896
"42776992","Natural science, mathematics",0,0,0.313432835820896
"42776992","Philosophy",0.072463768115942,5,0.313432835820896
"42776992","Religion",0.768115942028985,53,0.313432835820896
"42776992","Social sciences",0.0434782608695652,3,0.313432835820896
"42776992","The arts",0,0,0.313432835820896
"42902673","Applied science",0,0,0
"42902673","History and geography",0.135135135135135,5,0
"42902673","Information, general works",0.027027027027027,1,0
"42902673","Language",0.0540540540540541,2,0
"42902673","Literature",0.027027027027027,1,0
"42902673","Natural science, mathematics",0,0,0
"42902673","Philosophy",0,0,0
"42902673","Religion",0.594594594594595,22,0
"42902673","Social sciences",0.162162162162162,6,0
"42902673","The arts",0,0,0
"43289652","Applied science",0,0,0.032258064516129
"43289652","History and geography",0,0,0.032258064516129
"43289652","Information, general works",0.0833333333333333,2,0.032258064516129
"43289652","Language",0,0,0.032258064516129
"43289652","Literature",0,0,0.032258064516129
"43289652","Natural science, mathematics",0,0,0.032258064516129
"43289652","Philosophy",0,0,0.032258064516129
"43289652","Religion",0,0,0.032258064516129
"43289652","Social sciences",0.916666666666667,22,0.032258064516129
"43289652","The arts",0,0,0.032258064516129
"43297976","Applied science",0,0,0.0454545454545455
"43297976","History and geography",0.0625,1,0.0454545454545455
"43297976","Information, general works",0.125,2,0.0454545454545455
"43297976","Language",0.0625,1,0.0454545454545455
"43297976","Literature",0,0,0.0454545454545455
"43297976","Natural science, mathematics",0,0,0.0454545454545455
"43297976","Philosophy",0,0,0.0454545454545455
"43297976","Religion",0.25,4,0.0454545454545455
"43297976","Social sciences",0.5,8,0.0454545454545455
"43297976","The arts",0,0,0.0454545454545455
"43362968","Applied science",0.0105263157894737,1,0.117241379310345
"43362968","History and geography",0.0526315789473684,5,0.117241379310345
"43362968","Information, general works",0.0105263157894737,1,0.117241379310345
"43362968","Language",0.126315789473684,12,0.117241379310345
"43362968","Literature",0.0631578947368421,6,0.117241379310345
"43362968","Natural science, mathematics",0,0,0.117241379310345
"43362968","Philosophy",0,0,0.117241379310345
"43362968","Religion",0.652631578947368,62,0.117241379310345
"43362968","Social sciences",0.0842105263157895,8,0.117241379310345
"43362968","The arts",0,0,0.117241379310345
"43371871","Applied science",0,0,0
"43371871","History and geography",0.0375,3,0
"43371871","Information, general works",0,0,0
"43371871","Language",0,0,0
"43371871","Literature",0,0,0
"43371871","Natural science, mathematics",0,0,0
"43371871","Philosophy",0,0,0
"43371871","Religion",0.125,10,0
"43371871","Social sciences",0.825,66,0
"43371871","The arts",0.0125,1,0
"43371918","Applied science",0.027027027027027,1,0.426229508196721
"43371918","History and geography",0.027027027027027,1,0.426229508196721
"43371918","Information, general works",0.0540540540540541,2,0.426229508196721
"43371918","Language",0.189189189189189,7,0.426229508196721
"43371918","Literature",0.0810810810810811,3,0.426229508196721
"43371918","Natural science, mathematics",0.027027027027027,1,0.426229508196721
"43371918","Philosophy",0.027027027027027,1,0.426229508196721
"43371918","Religion",0.27027027027027,10,0.426229508196721
"43371918","Social sciences",0.297297297297297,11,0.426229508196721
"43371918","The arts",0,0,0.426229508196721
"43375968","Applied science",0,0,0.00862068965517241
"43375968","History and geography",0.037037037037037,1,0.00862068965517241
"43375968","Information, general works",0.037037037037037,1,0.00862068965517241
"43375968","Language",0.037037037037037,1,0.00862068965517241
"43375968","Literature",0.0740740740740741,2,0.00862068965517241
"43375968","Natural science, mathematics",0,0,0.00862068965517241
"43375968","Philosophy",0.037037037037037,1,0.00862068965517241
"43375968","Religion",0.222222222222222,6,0.00862068965517241
"43375968","Social sciences",0.555555555555556,15,0.00862068965517241
"43375968","The arts",0,0,0.00862068965517241
"43386194","Applied science",0.0512820512820513,2,0.101449275362319
"43386194","History and geography",0.0769230769230769,3,0.101449275362319
"43386194","Information, general works",0,0,0.101449275362319
"43386194","Language",0.0512820512820513,2,0.101449275362319
"43386194","Literature",0.0769230769230769,3,0.101449275362319
"43386194","Natural science, mathematics",0,0,0.101449275362319
"43386194","Philosophy",0,0,0.101449275362319
"43386194","Religion",0.282051282051282,11,0.101449275362319
"43386194","Social sciences",0.461538461538462,18,0.101449275362319
"43386194","The arts",0,0,0.101449275362319
"43894766","Applied science",0.0606060606060606,2,0.0327868852459016
"43894766","History and geography",0.272727272727273,9,0.0327868852459016
"43894766","Information, general works",0,0,0.0327868852459016
"43894766","Language",0,0,0.0327868852459016
"43894766","Literature",0.424242424242424,14,0.0327868852459016
"43894766","Natural science, mathematics",0,0,0.0327868852459016
"43894766","Philosophy",0.0606060606060606,2,0.0327868852459016
"43894766","Religion",0.0909090909090909,3,0.0327868852459016
"43894766","Social sciences",0.0909090909090909,3,0.0327868852459016
"43894766","The arts",0,0,0.0327868852459016
"44143924","Applied science",0.142857142857143,2,0.0131578947368421
"44143924","History and geography",0.214285714285714,3,0.0131578947368421
"44143924","Information, general works",0,0,0.0131578947368421
"44143924","Language",0.0714285714285714,1,0.0131578947368421
"44143924","Literature",0,0,0.0131578947368421
"44143924","Natural science, mathematics",0,0,0.0131578947368421
"44143924","Philosophy",0,0,0.0131578947368421
"44143924","Religion",0.0714285714285714,1,0.0131578947368421
"44143924","Social sciences",0.5,7,0.0131578947368421
"44143924","The arts",0,0,0.0131578947368421
"44148715","Applied science",0.0123456790123457,1,0.0377358490566038
"44148715","History and geography",0.037037037037037,3,0.0377358490566038
"44148715","Information, general works",0.0617283950617284,5,0.0377358490566038
"44148715","Language",0,0,0.0377358490566038
"44148715","Literature",0.395061728395062,32,0.0377358490566038
"44148715","Natural science, mathematics",0.0123456790123457,1,0.0377358490566038
"44148715","Philosophy",0.0246913580246914,2,0.0377358490566038
